chamber,date,time,ventilation,heating_value
3,2023-09-09,07:00:00,2.33,911.24
3,2023-09-09,08:00:00,2.33,911.24
3,2023-09-09,09:00:00,2.33,911.24
3,2023-09-09,10:00:00,2.33,911.24
3,2023-09-09,11:00:00,2.33,911.24
3,2023-09-09,12:00:00,2.33,911.24
3,2023-09-09,13:00:00,2.33,911.24
3,2023-09-09,14:00:00,2.33,911.24
3,2023-09-09,15:00:00,2.33,911.24
3,2023-09-09,16:00:00,2.33,911.24
3,2023-09-09,17:00:00,2.33,911.24
3,2023-09-09,18:00:00,2.33,911.24
3,2023-09-09,19:00:00,2.33,911.24
3,2023-09-09,20:00:00,2.33,911.24
3,2023-09-09,21:00:00,2.33,911.24
3,2023-09-09,22:00:00,2.33,911.24
3,2023-09-09,23:00:00,2.33,911.24
3,2023-09-09,00:00:00,2.33,1099.39
3,2023-09-09,01:00:00,2.33,1099.39
3,2023-09-09,02:00:00,2.33,1099.39
3,2023-09-09,03:00:00,2.33,1099.39
3,2023-09-09,04:00:00,2.33,1099.39
3,2023-09-09,05:00:00,2.33,1099.39
3,2023-09-09,06:00:00,2.33,1099.39
3,2023-09-09,07:00:00,2.33,1099.39
3,2023-09-09,08:00:00,2.33,1099.39
3,2023-09-09,09:00:00,2.33,1099.39
3,2023-09-09,10:00:00,2.33,1099.39
3,2023-09-09,11:00:00,2.33,1099.39
3,2023-09-09,12:00:00,2.33,1099.39
3,2023-09-09,13:00:00,2.33,1099.39
3,2023-09-09,14:00:00,2.33,1099.39
3,2023-09-09,15:00:00,2.33,1099.39
3,2023-09-09,16:00:00,2.33,1099.39
3,2023-09-09,17:00:00,2.33,1099.39
3,2023-09-09,18:00:00,2.33,1099.39
3,2023-09-09,19:00:00,2.33,1099.39
3,2023-09-09,20:00:00,2.33,1099.39
3,2023-09-09,21:00:00,2.33,1099.39
3,2023-09-09,22:00:00,2.33,1099.39
3,2023-09-09,23:00:00,2.33,1099.39
3,2023-09-12,00:00:00,1.54,813.99
3,2023-09-12,01:00:00,1.54,813.99
3,2023-09-12,02:00:00,1.54,813.99
3,2023-09-12,03:00:00,1.54,813.99
3,2023-09-12,04:00:00,1.54,813.99
3,2023-09-12,05:00:00,1.54,813.99
3,2023-09-12,06:00:00,1.54,813.99
3,2023-09-12,07:00:00,1.54,813.99
3,2023-09-12,08:00:00,1.54,813.99
3,2023-09-12,09:00:00,1.54,813.99
3,2023-09-12,10:00:00,1.54,813.99
3,2023-09-12,11:00:00,1.54,813.99
3,2023-09-12,12:00:00,1.54,813.99
3,2023-09-12,13:00:00,1.54,813.99
3,2023-09-12,14:00:00,1.54,813.99
3,2023-09-12,15:00:00,1.54,813.99
3,2023-09-12,16:00:00,1.54,813.99
3,2023-09-12,17:00:00,1.54,813.99
3,2023-09-12,18:00:00,1.54,813.99
3,2023-09-12,19:00:00,1.54,813.99
3,2023-09-12,20:00:00,1.54,813.99
3,2023-09-12,21:00:00,1.54,813.99
3,2023-09-12,22:00:00,1.54,813.99
3,2023-09-12,23:00:00,1.54,813.99
3,2023-09-12,00:00:00,1.54,1170.62
3,2023-09-12,01:00:00,1.54,1170.62
3,2023-09-12,02:00:00,1.54,1170.62
3,2023-09-12,03:00:00,1.54,1170.62
3,2023-09-12,04:00:00,1.54,1170.62
3,2023-09-12,05:00:00,1.54,1170.62
3,2023-09-12,06:00:00,1.54,1170.62
3,2023-09-12,07:00:00,1.54,1170.62
3,2023-09-12,08:00:00,1.54,1170.62
3,2023-09-12,09:00:00,1.54,1170.62
3,2023-09-12,10:00:00,1.54,1170.62
3,2023-09-12,11:00:00,1.54,1170.62
3,2023-09-12,12:00:00,1.54,1170.62
3,2023-09-12,13:00:00,1.54,1170.62
3,2023-09-12,14:00:00,1.54,1170.62
3,2023-09-12,15:00:00,1.54,1170.62
3,2023-09-12,16:00:00,1.54,1170.62
3,2023-09-12,17:00:00,1.54,1170.62
3,2023-09-12,18:00:00,1.54,1170.62
3,2023-09-12,19:00:00,1.54,1170.62
3,2023-09-12,20:00:00,1.54,1170.62
3,2023-09-12,21:00:00,1.54,1170.62
3,2023-09-12,22:00:00,1.54,1170.62
3,2023-09-12,23:00:00,1.54,1170.62
3,2023-09-13,00:00:00,1.27,836.01
3,2023-09-13,01:00:00,1.27,836.01
3,2023-09-13,02:00:00,1.27,836.01
3,2023-09-13,03:00:00,1.27,836.01
3,2023-09-13,04:00:00,1.27,836.01
3,2023-09-13,05:00:00,1.27,836.01
3,2023-09-13,06:00:00,1.27,836.01
3,2023-09-13,07:00:00,1.27,836.01
3,2023-09-13,08:00:00,1.27,836.01
3,2023-09-13,09:00:00,1.27,836.01
3,2023-09-13,10:00:00,1.27,836.01
3,2023-09-13,11:00:00,1.27,836.01
3,2023-09-13,12:00:00,1.27,836.01
3,2023-09-13,13:00:00,1.27,836.01
3,2023-09-13,14:00:00,1.27,836.01
3,2023-09-13,15:00:00,1.27,836.01
3,2023-09-13,16:00:00,1.27,836.01
3,2023-09-13,17:00:00,1.27,836.01
3,2023-09-13,18:00:00,1.27,836.01
3,2023-09-13,19:00:00,1.27,836.01
3,2023-09-13,20:00:00,1.27,836.01
3,2023-09-13,21:00:00,1.27,836.01
3,2023-09-13,22:00:00,1.27,836.01
3,2023-09-13,23:00:00,1.27,836.01
3,2023-09-13,00:00:00,1.27,996.37
3,2023-09-13,01:00:00,1.27,996.37
3,2023-09-13,02:00:00,1.27,996.37
3,2023-09-13,03:00:00,1.27,996.37
3,2023-09-13,04:00:00,1.27,996.37
3,2023-09-13,05:00:00,1.27,996.37
3,2023-09-13,06:00:00,1.27,996.37
3,2023-09-13,07:00:00,1.27,996.37
3,2023-09-13,08:00:00,1.27,996.37
3,2023-09-13,09:00:00,1.27,996.37
3,2023-09-13,10:00:00,1.27,996.37
3,2023-09-13,11:00:00,1.27,996.37
3,2023-09-13,12:00:00,1.27,996.37
3,2023-09-13,13:00:00,1.27,996.37
3,2023-09-13,14:00:00,1.27,996.37
3,2023-09-13,15:00:00,1.27,996.37
3,2023-09-13,16:00:00,1.27,996.37
3,2023-09-13,17:00:00,1.27,996.37
3,2023-09-13,18:00:00,1.27,996.37
3,2023-09-13,19:00:00,1.27,996.37
3,2023-09-13,20:00:00,1.27,996.37
3,2023-09-13,21:00:00,1.27,996.37
3,2023-09-13,22:00:00,1.27,996.37
3,2023-09-13,23:00:00,1.27,996.37
3,2023-09-14,00:00:00,2.13,727.74
3,2023-09-14,01:00:00,2.13,727.74
3,2023-09-14,02:00:00,2.13,727.74
3,2023-09-14,03:00:00,2.13,727.74
3,2023-09-14,04:00:00,2.13,727.74
3,2023-09-14,05:00:00,2.13,727.74
3,2023-09-14,06:00:00,2.13,727.74
3,2023-09-14,07:00:00,2.13,727.74
3,2023-09-14,08:00:00,2.13,727.74
3,2023-09-14,09:00:00,2.13,727.74
3,2023-09-14,10:00:00,2.13,727.74
3,2023-09-14,11:00:00,2.13,727.74
3,2023-09-14,12:00:00,2.13,727.74
3,2023-09-14,13:00:00,2.13,727.74
3,2023-09-14,14:00:00,2.13,727.74
3,2023-09-14,15:00:00,2.13,727.74
3,2023-09-14,16:00:00,2.13,727.74
3,2023-09-14,17:00:00,2.13,727.74
3,2023-09-14,18:00:00,2.13,727.74
3,2023-09-14,19:00:00,2.13,727.74
3,2023-09-14,20:00:00,2.13,727.74
3,2023-09-14,21:00:00,2.13,727.74
3,2023-09-14,22:00:00,2.13,727.74
3,2023-09-14,23:00:00,2.13,727.74
3,2023-09-14,00:00:00,2.13,990.22
3,2023-09-14,01:00:00,2.13,990.22
3,2023-09-14,02:00:00,2.13,990.22
3,2023-09-14,03:00:00,2.13,990.22
3,2023-09-14,04:00:00,2.13,990.22
3,2023-09-14,05:00:00,2.13,990.22
3,2023-09-14,06:00:00,2.13,990.22
3,2023-09-14,07:00:00,2.13,990.22
3,2023-09-14,08:00:00,2.13,990.22
3,2023-09-14,09:00:00,2.13,990.22
3,2023-09-14,10:00:00,2.13,990.22
3,2023-09-14,11:00:00,2.13,990.22
3,2023-09-14,12:00:00,2.13,990.22
3,2023-09-14,13:00:00,2.13,990.22
3,2023-09-14,14:00:00,2.13,990.22
3,2023-09-14,15:00:00,2.13,990.22
3,2023-09-14,16:00:00,2.13,990.22
3,2023-09-14,17:00:00,2.13,990.22
3,2023-09-14,18:00:00,2.13,990.22
3,2023-09-14,19:00:00,2.13,990.22
3,2023-09-14,20:00:00,2.13,990.22
3,2023-09-14,21:00:00,2.13,990.22
3,2023-09-14,22:00:00,2.13,990.22
3,2023-09-14,23:00:00,2.13,990.22
3,2023-09-15,00:00:00,1.71,922.57
3,2023-09-15,01:00:00,1.71,922.57
3,2023-09-15,02:00:00,1.71,922.57
3,2023-09-15,03:00:00,1.71,922.57
3,2023-09-15,04:00:00,1.71,922.57
3,2023-09-15,05:00:00,1.71,922.57
3,2023-09-15,06:00:00,1.71,922.57
3,2023-09-15,07:00:00,1.71,922.57
3,2023-09-15,08:00:00,1.71,922.57
3,2023-09-15,09:00:00,1.71,922.57
3,2023-09-15,10:00:00,1.71,922.57
3,2023-09-15,11:00:00,1.71,922.57
3,2023-09-15,12:00:00,1.71,922.57
3,2023-09-15,13:00:00,1.71,922.57
3,2023-09-15,14:00:00,1.71,922.57
3,2023-09-15,15:00:00,1.71,922.57
3,2023-09-15,16:00:00,1.71,922.57
3,2023-09-15,17:00:00,1.71,922.57
3,2023-09-15,18:00:00,1.71,922.57
3,2023-09-15,19:00:00,1.71,922.57
3,2023-09-15,20:00:00,1.71,922.57
3,2023-09-15,21:00:00,1.71,922.57
3,2023-09-15,22:00:00,1.71,922.57
3,2023-09-15,23:00:00,1.71,922.57
3,2023-09-15,00:00:00,1.71,1110.9
3,2023-09-15,01:00:00,1.71,1110.9
3,2023-09-15,02:00:00,1.71,1110.9
3,2023-09-15,03:00:00,1.71,1110.9
3,2023-09-15,04:00:00,1.71,1110.9
3,2023-09-15,05:00:00,1.71,1110.9
3,2023-09-15,06:00:00,1.71,1110.9
3,2023-09-15,07:00:00,1.71,1110.9
3,2023-09-15,08:00:00,1.71,1110.9
3,2023-09-15,09:00:00,1.71,1110.9
3,2023-09-15,10:00:00,1.71,1110.9
3,2023-09-15,11:00:00,1.71,1110.9
3,2023-09-15,12:00:00,1.71,1110.9
3,2023-09-15,13:00:00,1.71,1110.9
3,2023-09-15,14:00:00,1.71,1110.9
3,2023-09-15,15:00:00,1.71,1110.9
3,2023-09-15,16:00:00,1.71,1110.9
3,2023-09-15,17:00:00,1.71,1110.9
3,2023-09-15,18:00:00,1.71,1110.9
3,2023-09-15,19:00:00,1.71,1110.9
3,2023-09-15,20:00:00,1.71,1110.9
3,2023-09-15,21:00:00,1.71,1110.9
3,2023-09-15,22:00:00,1.71,1110.9
3,2023-09-15,23:00:00,1.71,1110.9
3,2023-09-24,00:00:00,2.17,924.51
3,2023-09-24,01:00:00,2.17,924.51
3,2023-09-24,02:00:00,2.17,924.51
3,2023-09-24,03:00:00,2.17,924.51
3,2023-09-24,04:00:00,2.17,924.51
3,2023-09-24,05:00:00,2.17,924.51
3,2023-09-24,06:00:00,2.17,924.51
3,2023-09-24,07:00:00,2.17,924.51
3,2023-09-24,08:00:00,2.17,924.51
3,2023-09-24,09:00:00,2.17,924.51
3,2023-09-24,10:00:00,2.17,924.51
3,2023-09-24,11:00:00,2.17,924.51
3,2023-09-24,12:00:00,2.17,924.51
3,2023-09-24,13:00:00,2.17,924.51
3,2023-09-24,14:00:00,2.17,924.51
3,2023-09-24,15:00:00,2.17,924.51
3,2023-09-24,16:00:00,2.17,924.51
3,2023-09-24,17:00:00,2.17,924.51
3,2023-09-24,18:00:00,2.17,924.51
3,2023-09-24,19:00:00,2.17,924.51
3,2023-09-24,20:00:00,2.17,924.51
3,2023-09-24,21:00:00,2.17,924.51
3,2023-09-24,22:00:00,2.17,924.51
3,2023-09-24,23:00:00,2.17,924.51
