chamber,date,time,evaporation,T_0.5,RH_0.5,CO2_0.5,NH3_0.5,T_1.5,RH_1.5,CO2_1.5,NH3_1.5
3,2023-08-16,04:35:00,39.82,25.95,40.41,663.87,11.42,27.4,23.31,820.25,5.72
3,2023-08-16,04:40:00,42.46,26,40.96,652.9,11.5,27.29,24.01,801.61,6.14
3,2023-08-16,04:45:00,42.48,26.19,41.15,647.86,11.51,25.89,24.78,796.63,5.43
3,2023-08-16,04:50:00,43.91,26.36,41.7,630.48,11.82,25.02,25.36,795.47,4.75
3,2023-08-16,04:55:00,44.93,26.53,41.42,629.95,11.34,24.6,25.63,781.81,4.21
3,2023-08-16,05:00:00,47.45,26.76,40.24,617.91,11.27,24.7,26.16,772.98,4.41
3,2023-08-16,05:05:00,48.23,26.9,39.38,604.72,10.77,25.42,26.32,756.75,5.34
3,2023-08-16,05:10:00,48.48,26.73,39.3,626.35,10.5,27,26.79,746.36,6.03
3,2023-08-16,05:15:00,48.52,26.65,38.53,613.11,10.26,27.4,27.65,745.75,6.14
3,2023-08-16,05:20:00,51.15,26.48,37.39,632.13,10.15,26.6,28.27,740.12,5.04
3,2023-08-16,05:25:00,51.6,26.27,36.45,642.78,10.12,25.61,28.56,734.38,4.34
3,2023-08-16,05:30:00,54.24,26.26,35.15,659.33,10.52,24.93,28.82,726.7,4.21
3,2023-08-16,05:35:00,54.22,26.19,34.49,669.05,10.12,24.6,29.38,719.62,5.04
3,2023-08-16,05:40:00,51.78,26,34.3,690.08,10.52,24.94,29.9,702.92,6.14
3,2023-08-16,05:45:00,49.68,25.83,33.44,674.6,10.62,25.34,29.72,685.98,5.69
3,2023-08-16,05:50:00,48.64,25.78,33.03,658.78,10.42,26.54,28.88,666.65,5.09
3,2023-08-16,05:55:00,50.67,25.68,33.16,656.66,10.3,27.36,28.18,647.76,5.01
3,2023-08-16,06:00:00,52.75,25.67,34.07,638.11,10.15,27.4,27.95,626.94,4.39
3,2023-08-16,06:05:00,51.08,25.65,32.9,631.14,10.12,27.24,28.4,624.66,4.21
3,2023-08-16,06:10:00,49.59,25.43,32.53,625.51,10.25,26.15,29.16,618.04,5.09
3,2023-08-16,06:15:00,47.57,25.34,32.2,623.35,10.83,25.93,29.29,615.59,6.14
3,2023-08-16,06:20:00,46.52,25.12,31.47,614.38,11.15,24.6,29.84,596.41,5.71
3,2023-08-16,06:25:00,45.25,25.11,31.28,633.29,11.44,25.93,29.9,574.85,4.83
3,2023-08-16,06:30:00,42.47,25.16,30.28,647.87,11.62,26.29,29.2,567.69,4.37
3,2023-08-16,06:35:00,40.37,25.3,29.5,657.34,11.64,27.19,28.68,588.95,4.21
3,2023-08-16,06:40:00,37.61,25.49,29.89,671.03,11.84,27.4,28.42,591.74,4.86
3,2023-08-16,06:45:00,36.16,25.67,31.11,688.29,12,26.11,28.17,609.71,5.76
3,2023-08-16,06:50:00,36.09,25.91,32.31,700.68,12.45,24.63,27.72,617.73,4.79
3,2023-08-16,06:55:00,34.33,25.92,32.75,721.46,11.95,24.6,27.24,631.8,4.24
3,2023-08-16,07:00:00,35.85,26.07,33.46,735.43,11.69,25.24,26.95,638.88,4.21
3,2023-08-16,07:05:00,36.3,26.15,33.97,738.94,11.43,26.16,26.76,645.26,4.24
3,2023-08-16,07:10:00,34.9,26.14,34.05,753.92,11.16,27,26.03,650.72,4.68
3,2023-08-16,07:15:00,34.32,25.99,34.19,749.26,11.06,27.24,25.21,671.36,5.38
3,2023-08-16,07:20:00,31.93,26.14,34.58,739.62,10.84,27.37,24.67,673.21,5.1
3,2023-08-16,07:25:00,30.9,26.15,35.71,721.83,10.81,27.4,23.82,677.56,4.9
3,2023-08-16,07:30:00,29.82,26.18,36.12,704.21,10.42,27.25,23.07,696.8,4.62
3,2023-08-16,07:35:00,29.75,26.15,36.24,698.72,10.12,26.77,23.34,711.54,4.51
3,2023-08-16,07:40:00,27.5,26.1,37.44,685.09,10.21,27.39,23.98,714.99,4.21
3,2023-08-16,07:45:00,24.96,26.04,38.39,695.71,10.48,27.4,23.25,732.87,4.32
3,2023-08-16,07:50:00,24.63,25.98,38.42,714.18,10.13,26.49,23.07,740.51,5.18
3,2023-08-16,07:55:00,26.21,26.04,38.85,728.95,10.12,27.4,22.97,762.24,6.14
3,2023-08-16,08:00:00,28.08,26.18,39.87,742.16,10.25,26.65,22.96,765.59,5.3
3,2023-08-16,08:05:00,28.19,26.22,40.18,755.02,10.4,26.93,22.18,782.2,4.71
3,2023-08-16,08:10:00,30.28,26.23,41.08,762.82,10.56,27.34,22.77,788.01,4.21
3,2023-08-16,08:15:00,31.73,26.26,41.7,770.49,10.78,27.4,22.49,790.14,5.04
3,2023-08-16,08:20:00,32.93,26.28,41.29,770.82,11.01,25.81,22.03,808.41,5.04
3,2023-08-16,08:25:00,33.27,26.33,40.37,785.75,10.93,24.6,21.89,812.17,5.94
3,2023-08-16,08:30:00,35.06,26.4,39.33,788.29,10.38,25.77,22.59,830.81,6.13
3,2023-08-16,08:35:00,36.78,26.43,38,807.31,10.12,26.04,22.7,844.85,6.14
3,2023-08-16,08:40:00,39.44,26.46,37.55,826.43,10.61,27.29,22.7,836.02,5.33
3,2023-08-16,08:45:00,39.54,26.69,37.36,845.38,10.85,26.17,22.72,854.66,4.54
3,2023-08-16,08:50:00,41.51,26.89,35.99,845.16,11.22,25.81,23.15,869.2,4.21
3,2023-08-16,08:55:00,42.8,26.9,36.44,836.06,11.32,25.65,23.9,882.91,4.66
3,2023-08-16,09:00:00,43.88,26.71,37.46,835.2,10.83,24.78,24.74,864.41,5.48
3,2023-08-16,09:05:00,44.3,26.59,36.58,827.51,10.27,24.6,25.13,854.21,5.66
3,2023-08-16,09:10:00,46.93,26.46,36.54,813.34,10.42,26.08,24.26,857.12,6.14
3,2023-08-16,09:15:00,48.64,26.29,35.89,804.81,10.44,26.04,25.14,872.78,5.12
3,2023-08-16,09:20:00,50.56,26.27,34.61,790.7,10.85,27.4,25.74,886.31,4.48
3,2023-08-16,09:25:00,50.93,26.17,33.98,784.26,11.25,26.57,25.75,894.25,4.21
3,2023-08-16,09:30:00,53.81,26.02,34.01,773.16,11.83,25.67,26.22,888.03,4.39
3,2023-08-16,09:35:00,54.29,25.83,35.21,764.27,12.13,24.6,26.36,868.34,4.95
3,2023-08-16,09:40:00,55.14,25.61,35.28,748.04,12.24,25.02,26.58,850.3,5.43
3,2023-08-16,09:45:00,57.14,25.5,36.32,733.98,12.45,25.47,27.3,829.98,6.14
3,2023-08-16,09:50:00,59.95,25.45,36.96,733.38,12.06,25.6,27.6,815.92,6.07
3,2023-08-16,09:55:00,60.26,25.43,38.03,715,11.92,25.65,28.23,811.06,5.56
3,2023-08-16,10:00:00,59.2,25.35,38.83,697.37,12.1,26.87,28.52,806.67,5.26
3,2023-08-16,10:05:00,57.1,25.19,39.58,693.81,12.04,27.16,29.29,800.57,4.59
3,2023-08-16,10:10:00,54.55,25,40.38,673.74,11.72,27.24,29.9,788.41,4.52
3,2023-08-16,10:15:00,51.88,24.98,40.73,662.86,11.21,27.26,29.64,782.79,4.21
3,2023-08-16,10:20:00,50.53,25.1,41.55,648.8,10.75,27.4,28.94,770.75,4.5
3,2023-08-16,10:25:00,47.91,25.19,41.7,647.93,11.08,26.37,28.69,749.56,4.78
3,2023-08-16,10:30:00,47.78,25.38,40.5,645.16,11.48,25.07,29.16,731.25,5.54
3,2023-08-16,10:35:00,46.24,25.54,40,632.07,11.77,24.86,29.32,722.56,5.57
3,2023-08-16,10:40:00,46.88,25.56,39.88,623.01,12.28,24.6,28.48,703.05,6.14
3,2023-08-16,10:45:00,47.89,25.72,38.93,610.02,12.45,25.2,28.29,722.45,5.66
3,2023-08-16,10:50:00,50.51,25.79,39.39,591.63,11.96,25.1,28.06,733.24,5.42
3,2023-08-16,10:55:00,50.13,25.83,38.69,569.78,11.82,24.6,27.19,721.63,4.89
3,2023-08-16,11:00:00,51.7,25.88,37.8,564.48,11.7,26.19,27.53,704.83,4.21
3,2023-08-16,11:05:00,53.44,26.1,37.69,545.83,11.68,26.61,27.92,692.34,4.89
3,2023-08-16,11:10:00,54.64,26.18,36.95,543.45,11.17,27.35,28.79,691.77,5.49
3,2023-08-16,11:15:00,56.22,26.41,36.52,541.4,11.12,27.4,29.33,678.36,6.14
3,2023-08-16,11:20:00,57.75,26.54,35.38,550.61,10.93,26.35,29.9,676.28,5.06
3,2023-08-16,11:25:00,59.39,26.63,35.03,541.4,10.85,26.07,29.46,657.35,4.21
3,2023-08-16,11:30:00,61.74,26.78,35.76,556.98,10.77,26.04,29.23,648.65,4.98
3,2023-08-16,11:35:00,63.59,26.81,37.1,550.42,10.6,25.57,28.67,633.64,5.08
3,2023-08-16,11:40:00,66.41,26.9,38.31,541.4,10.6,24.76,28.48,635.9,5.73
3,2023-08-16,11:45:00,67.87,26.77,39.68,551.88,10.49,24.6,28.47,636.17,6.14
3,2023-08-16,11:50:00,69.21,26.57,39.98,561.03,10.26,25.91,27.96,643.61,5.5
3,2023-08-16,11:55:00,71.65,26.45,40.58,574.24,10.71,26.52,27.39,648.38,5.05
3,2023-08-16,12:00:00,70.34,26.42,40.71,595.24,11.22,27.4,27.14,651.42,4.55
3,2023-08-16,12:05:00,67.61,26.21,41.14,602.8,11.44,26.48,26.34,668.83,4.21
3,2023-08-16,12:10:00,66.08,26.13,41.2,619.62,12.01,26.08,25.78,656.04,5.22
3,2023-08-16,12:15:00,63.2,25.91,41.7,640.69,12.17,25.21,25.1,643.6,5.24
3,2023-08-16,12:20:00,62.98,25.74,41.12,641.66,12.45,25.54,24.78,622.31,5.27
3,2023-08-16,12:25:00,61.46,25.5,39.99,652.33,12.06,25.44,25.52,620.51,5.35
3,2023-08-16,12:30:00,63.7,25.44,39.71,669.02,12,25.21,25.57,620.39,5.45
3,2023-08-16,12:35:00,65.76,25.42,39.73,687.44,11.57,24.6,26.1,612.8,6.14
3,2023-08-16,12:40:00,67.68,25.41,40.57,691.4,11.51,24.91,26.33,606.41,5.7
3,2023-08-16,12:45:00,70.4,25.62,39.69,700.64,10.94,24.6,26.84,587.15,4.99
3,2023-08-16,12:50:00,72.31,25.78,40.55,722.17,10.86,25.85,27.12,578.68,4.5
3,2023-08-16,12:55:00,74.89,25.9,41.63,737.45,10.3,26.27,27.54,595.53,4.21
3,2023-08-16,13:00:00,77.19,26.03,41.4,755.73,10.12,26.94,27.99,616.63,4.27
3,2023-08-16,13:05:00,78.81,26.23,40.67,770.87,10.24,27.4,28.13,628.62,4.79
3,2023-08-16,13:10:00,80.27,26.33,40.23,787.37,10.47,26.42,28.85,629.35,5.43
3,2023-08-16,13:15:00,81.74,26.28,39.46,801.34,10.5,24.99,28.82,637.82,5.54
3,2023-08-16,13:20:00,81.83,26.24,38.16,813.36,10.71,24.6,27.99,622.78,6
3,2023-08-16,13:25:00,81.21,26.24,38.06,831.88,11.16,25.64,27.9,621.71,6.14
3,2023-08-16,13:30:00,83.06,26.06,37.52,845.65,11.67,26.6,27.02,600.35,5.68
3,2023-08-16,13:35:00,83.11,26.05,37.15,850.84,11.68,27.4,26.98,595.16,5.25
3,2023-08-16,13:40:00,80.46,25.82,36.52,862.17,12.16,26.68,26.92,590.18,5.03
3,2023-08-16,13:45:00,78.82,25.75,36.44,868.01,12.45,25.26,26.37,575.05,5.87
3,2023-08-16,13:50:00,76.85,25.91,35.42,876.56,12.17,24.6,25.79,592.66,5.89
3,2023-08-16,13:55:00,75.12,26.12,35.29,882.62,11.62,26.24,24.97,609.56,4.8
3,2023-08-16,14:00:00,72.99,26.16,34.13,887.59,11.78,26.12,24.58,624.38,4.55
3,2023-08-16,14:05:00,70.62,26.32,33.3,907.45,12.16,25.31,24.19,646.13,4.28
3,2023-08-16,14:10:00,70.19,26.54,33.23,910.61,12.45,24.6,24.84,660.64,4.21
3,2023-08-16,14:15:00,71.33,26.46,32.35,918.56,11.95,25.05,25.57,678.55,5.32
3,2023-08-16,14:20:00,71.48,26.36,31.2,939.04,12,26.51,25.91,691.33,5.97
3,2023-08-16,14:25:00,72.77,26.13,29.82,940.91,12.24,27.4,25.58,703.33,6.14
3,2023-08-16,14:30:00,74.63,26.03,29.15,946.78,12.45,25.88,25.49,706.79,5.68
3,2023-08-16,14:35:00,75,25.99,28.63,947.53,12.26,24.6,24.66,725.9,5.57
3,2023-08-16,14:40:00,75.02,25.9,27.75,948.35,12.07,25.16,25.1,730.12,4.9
3,2023-08-16,14:45:00,77.06,25.87,27.47,954.48,11.85,26.14,25.85,740.21,4.21
3,2023-08-16,14:50:00,79.84,25.95,26.27,955.72,11.58,26.58,26.23,742.79,4.97
3,2023-08-16,14:55:00,79.95,26.09,26.12,961.45,11.27,26.65,26.87,745.15,5.87
3,2023-08-16,15:00:00,82.75,26.22,25.11,967.72,11.2,26.85,27.29,766.92,6.14
3,2023-08-16,15:05:00,84.03,26.38,24.69,976.79,11.03,27.21,27.88,761.98,6.01
3,2023-08-16,15:10:00,86.83,26.56,24.68,955.31,10.5,26.36,28.3,747.41,5.23
3,2023-08-16,15:15:00,89.49,26.71,23.63,944.04,10.19,25.36,28.31,736.62,4.77
3,2023-08-16,15:20:00,89.64,26.77,23.04,932.24,10.36,24.6,28.34,727.82,4.76
3,2023-08-16,15:25:00,91.55,26.85,22.63,926.16,10.48,25.22,28.37,709.89,4.39
3,2023-08-16,15:30:00,91.77,26.9,22.1,921.94,10.71,25.8,28.94,702.53,4.21
3,2023-08-16,15:35:00,94.61,26.82,22.34,912.5,10.92,25.84,29.28,696.39,4.54
3,2023-08-16,15:40:00,94.95,26.7,22.66,906.28,11.33,26.51,29.56,678.96,5.25
3,2023-08-16,15:45:00,95.01,26.56,23.96,887.92,11.33,27.4,29.9,677.88,6.14
3,2023-08-16,15:50:00,95.53,26.52,25.07,904.22,11.39,26.43,29.81,670.46,5.31
3,2023-08-16,15:55:00,95.62,26.32,25.95,924.68,11.77,25.1,29.59,665.12,5.04
3,2023-08-16,16:00:00,96.26,26.11,26.78,925.44,11.96,24.6,29.58,660.8,4.21
3,2023-08-16,16:05:00,98,25.97,26.91,932.71,12.45,26.03,29.25,661.79,4.57
3,2023-08-16,16:10:00,99.21,25.86,27.96,934.54,12.36,24.6,28.91,677.9,5.51
3,2023-08-16,16:15:00,99.28,25.62,29.04,948.03,12.2,25.21,28.06,670.6,6.14
3,2023-08-16,16:20:00,101.07,25.58,29.32,964.61,12.19,26.21,27.22,669.85,5.5
3,2023-08-16,16:25:00,103.77,25.46,30.31,969.76,12.08,26.78,27.11,654.72,4.39
3,2023-08-16,16:30:00,105.51,25.44,30.44,972.86,11.7,27.4,26.68,653.4,4.21
3,2023-08-16,16:35:00,105.39,25.35,30.65,983.07,11.64,26.1,26.77,640.27,4.21
3,2023-08-16,16:40:00,104.42,25.32,31.72,999.14,11.13,25.32,27.56,620.73,4.21
3,2023-08-16,16:45:00,103.87,25.3,31.58,1019.35,10.95,24.6,27.56,599.55,5.25
3,2023-08-16,16:50:00,103.76,25.22,30.58,1026.06,10.65,25.46,27.45,612.59,6.14
3,2023-08-16,16:55:00,105.51,25.07,29.71,1038.78,10.58,26.91,26.99,627.81,5.1
3,2023-08-16,17:00:00,105.5,24.89,29.13,1053.66,10.47,27.34,26.59,638.9,5.23
3,2023-08-16,17:05:00,105.51,24.84,29.05,1043.45,10.38,27.4,26.29,652.81,4.53
3,2023-08-16,17:10:00,103.35,24.6,28.51,1027.55,10.12,26.4,25.51,669.48,4.21
3,2023-08-16,17:15:00,101.5,24.4,27.54,1020.55,10.34,25.69,25.44,674.45,4.49
3,2023-08-16,17:20:00,101.53,24.6,26.2,1011.72,10.36,24.6,25,680.89,4.53
3,2023-08-16,17:25:00,102.02,24.61,25.88,998.52,10.44,25.55,24.59,683.87,5.45
3,2023-08-16,17:30:00,102.47,24.66,24.9,1001.49,10.7,26.03,24.03,686.35,5.75
3,2023-08-16,17:35:00,105.32,24.73,23.65,1006.33,11.04,26.56,23.86,703.65,5.85
3,2023-08-16,17:40:00,105.51,24.8,24.24,1026.72,11.23,25.98,23.06,709.19,6.14
3,2023-08-16,17:45:00,104.71,24.87,25.13,1044.44,11.34,25.59,22.55,709.45,5.08
3,2023-08-16,17:50:00,102.84,24.95,25.61,1046.98,11.62,25.31,22.44,713.29,4.21
3,2023-08-16,17:55:00,102.23,24.73,26.1,1063.99,11.33,24.6,21.86,732.04,5.08
3,2023-08-16,18:00:00,104.6,24.73,26.16,1075.5,11.05,25.18,21.37,724.15,5.76
3,2023-08-16,18:05:00,105.51,24.91,26.3,1060.6,10.59,25.93,21.25,708.84,4.65
3,2023-08-16,18:10:00,104.32,25.09,26.7,1054.58,10.23,26.55,20.92,699.16,4.21
3,2023-08-16,18:15:00,102.64,25.31,25.98,1042.91,10.12,26.76,20.22,694.44,4.88
3,2023-08-16,18:20:00,104.38,25.44,25.94,1032.18,10.34,27.4,19.39,700.77,4.93
3,2023-08-16,18:25:00,104.88,25.59,24.74,1031.99,10.48,27.16,18.67,718.94,5.43
3,2023-08-16,18:30:00,105.51,25.62,23.49,1011.18,10.96,25.6,18.43,740.56,5.95
3,2023-08-16,18:35:00,105.02,25.73,22.73,1001.17,11.27,24.6,18.38,751.52,6.14
3,2023-08-16,18:40:00,103.14,25.76,22.1,998.37,11.73,25.51,18.08,766.97,5.13
3,2023-08-16,18:45:00,104.24,25.8,23,989.31,12.21,25.63,17.36,781.83,4.83
3,2023-08-16,18:50:00,104.49,25.94,23.55,988.84,12.38,26.9,17.31,789.91,4.53
3,2023-08-16,18:55:00,105.3,26.14,24.69,969.94,12.45,27.13,16.72,784.51,4.8
3,2023-08-16,19:00:00,105.51,26.18,24.88,960.42,12.35,27.4,16.19,777.3,5.53
3,2023-08-16,19:05:00,105.43,26.3,25.24,956.95,11.88,26.53,15.8,769.55,6.14
3,2023-08-16,19:10:00,105.12,26.46,24.1,955.69,11.76,25.7,16.55,749.24,5.58
3,2023-08-16,19:15:00,104.36,26.57,23.16,948.07,11.55,25.43,17.42,738.89,5.52
3,2023-08-16,19:20:00,103.87,26.79,22.1,944.36,11.46,24.6,17.49,737.95,5.46
3,2023-08-16,19:25:00,103.03,26.83,22.74,940.61,10.96,25.72,18.01,716.4,4.72
3,2023-08-16,19:30:00,105.51,26.72,23.51,927.34,10.58,25.84,18.26,714.45,4.21
3,2023-08-16,19:35:00,104.79,26.62,24.5,921.52,10.37,25.96,18.91,699.96,5.36
3,2023-08-16,19:40:00,102.61,26.4,25.12,909.16,10.18,26.34,19.41,679.47,5.94
3,2023-08-16,19:45:00,100.44,26.36,25.23,891.69,10.12,26.76,19.95,678.86,6.14
3,2023-08-16,19:50:00,98.4,26.2,25.31,887.34,10.62,26.14,20.26,671.33,5.46
3,2023-08-16,19:55:00,96.63,26.14,26.26,878.65,10.87,25.51,21.05,657.01,4.31
3,2023-08-16,20:00:00,98.44,26,27.22,857.75,11.32,24.6,20.85,655.6,4.21
3,2023-08-16,20:05:00,99.18,25.99,27.85,848.2,11.51,24.65,20.82,644.92,4.78
3,2023-08-16,20:10:00,99.54,26.13,28.52,844.32,11.87,25.46,20.58,642.21,5.14
3,2023-08-16,20:15:00,100.91,26.15,28.17,842.09,12.03,25.9,19.89,634.96,5.15
3,2023-08-16,20:20:00,102.54,26.18,27.02,821.44,12.36,26.54,19.87,623.56,5.36
3,2023-08-16,20:25:00,105.2,26.27,26.71,809.23,12.45,24.99,20.5,611.96,6.14
3,2023-08-16,20:30:00,105.51,26.11,26.03,815.76,12.05,24.93,20.32,604.13,5.05
3,2023-08-16,20:35:00,105.43,26.02,25.54,833.76,11.84,25.31,20.1,584.39,4.27
3,2023-08-16,20:40:00,103.7,25.86,24.4,841.64,11.39,25.9,20.93,569.35,4.21
3,2023-08-16,20:45:00,102.46,25.75,23.69,839.98,11.11,27.34,21,551.37,5.25
3,2023-08-16,20:50:00,99.97,25.56,23.48,836.62,11.67,27.4,21.71,548.56,6.01
3,2023-08-16,20:55:00,99.35,25.47,24.21,835.45,11.95,25.92,21.8,548.47,5.73
3,2023-08-16,21:00:00,98.8,25.33,24.81,816.05,12.07,25.2,22.28,545.4,5.47
3,2023-08-16,21:05:00,97.9,25.11,25.37,814.06,12.17,24.6,22.82,564.37,5.38
3,2023-08-16,21:10:00,100.23,24.99,25.62,830.11,12.19,25.62,23.56,580.4,5.45
3,2023-08-16,21:15:00,102.59,24.79,26.3,818.75,12.45,27.05,24.31,590.54,6.07
3,2023-08-16,21:20:00,104.9,24.74,26.93,811.75,12.32,27.4,24.93,594.39,6.14
3,2023-08-16,21:25:00,105.51,24.57,28.04,806.31,11.91,25.97,25.34,598.08,5.26
3,2023-08-16,21:30:00,105.21,24.5,27.8,784.63,11.49,27.16,25.89,612.15,4.84
3,2023-08-16,21:35:00,104.02,24.43,26.6,769.33,11.01,27.25,25.09,613.73,4.47
3,2023-08-16,21:40:00,103.68,24.4,25.36,758.66,11.19,27.4,24.28,625.85,4.21
3,2023-08-16,21:45:00,102.24,24.63,24,740.86,11.22,26.89,23.52,636.37,5.03
3,2023-08-16,21:50:00,99.93,24.7,23.65,721.57,11.56,27.4,23.17,637.7,5.19
3,2023-08-16,21:55:00,99.7,24.88,22.95,707.63,11.84,26.48,23.23,640.85,5.66
3,2023-08-16,22:00:00,101.8,25.06,22.78,703.46,12.33,25.05,23.39,662.08,6.14
3,2023-08-16,22:05:00,103.77,25.27,22.45,702.26,12.45,24.6,23.95,664.46,5.83
3,2023-08-16,22:10:00,105.51,25.32,22.12,693.52,12.01,25.16,24.09,680.74,5.8
3,2023-08-16,22:15:00,105.27,25.36,22.1,680.31,11.92,24.6,24.27,691.19,5.51
3,2023-08-16,22:20:00,102.6,25.59,22.58,679.53,11.53,25.62,25.04,708.47,5.25
3,2023-08-16,22:25:00,101.94,25.62,23.55,662.28,11.46,25.66,25.9,694.4,4.38
3,2023-08-16,22:30:00,101.79,25.83,24.03,643.61,11.29,25.09,25.41,692.96,4.21
3,2023-08-16,22:35:00,100.46,25.86,23.99,630.95,11.18,26.21,24.68,680.31,4.85
3,2023-08-16,22:40:00,100.46,26.08,23.63,609.79,10.73,27.4,23.92,678.76,5.94
3,2023-08-16,22:45:00,97.67,25.98,22.33,598.28,10.17,26.86,23.6,676.36,5.94
3,2023-08-16,22:50:00,96.23,25.86,22.1,598,10.12,25.78,23.39,668.23,6.14
3,2023-08-16,22:55:00,96.03,25.71,23.38,593.75,10.55,25.48,23.6,661.33,5.86
3,2023-08-16,23:00:00,94.58,25.53,23.78,578.26,10.57,26.92,23.87,657.77,5.41
3,2023-08-16,23:05:00,93.68,25.49,23.05,566.96,11.03,27.4,24.58,645.44,4.51
3,2023-08-16,23:10:00,91.98,25.28,22.75,546.21,11.41,26.56,23.99,642.05,4.21
3,2023-08-16,23:15:00,93.69,25.25,22.21,543.54,10.9,26.06,23.54,638.69,4.79
3,2023-08-16,23:20:00,94.54,25.04,22.1,543.31,10.33,25.83,23.49,619.8,5.36
3,2023-08-16,23:25:00,96.68,24.97,22.76,541.4,10.12,24.6,23.96,603.75,6.14
3,2023-08-16,23:30:00,96.56,24.89,23.31,554.06,10.69,24.78,24.12,585.11,6.11
3,2023-08-16,23:35:00,94.65,24.68,23.36,562.46,10.72,25.59,24.21,570.53,5.62
3,2023-08-16,23:40:00,94.21,24.67,24.6,583.75,11.22,26.58,24.8,558.04,5.49
3,2023-08-16,23:45:00,95.48,24.48,25.64,588.99,11.48,27.15,25.05,547.86,4.73
3,2023-08-16,23:50:00,97.38,24.42,26.11,590.35,11.9,27.4,25.21,545.4,4.21
3,2023-08-16,23:55:00,95.81,24.4,27.15,610.13,11.94,26.69,25.6,550.6,5.35
3,2023-08-18,00:00:00,46.31,25.48,29.15,950.26,11.37,27,24.29,909.05,6.14
3,2023-08-18,00:05:00,46.62,24.4,29.68,958.32,12.45,27.4,24.34,924.77,5.79
3,2023-08-18,00:10:00,47.7,25.02,30.24,960.77,10.9,26.81,24.37,935.42,6.14
3,2023-08-18,00:15:00,47.89,25.15,30.49,960.81,10.13,25.89,24.42,950.97,5.6
3,2023-08-18,00:20:00,49.68,25.36,31.3,978.6,10.12,25.83,24.44,967.43,4.21
3,2023-08-18,00:25:00,50.92,26.77,31.41,986.18,10.68,24.76,24.48,970.04,5.21
3,2023-08-18,00:30:00,53.81,26.9,30.63,994.74,11.74,24.6,24.51,987.39,6.14
3,2023-08-18,00:35:00,54.79,25.09,29.93,1002.76,12.02,25.67,24.51,987.43,4.6
3,2023-08-18,00:40:00,55.65,25.03,29.84,1002.77,12.09,24.69,24.56,1001.84,4.38
3,2023-08-18,00:45:00,57.41,24.4,29.17,1009.41,12.33,24.6,24.52,1003.67,4.25
3,2023-08-18,00:50:00,58.93,26.09,29.12,1012.33,12.45,25.49,24.5,1020.37,4.21
3,2023-08-18,00:55:00,59.32,26.9,29.27,1007.07,12.43,26.44,24.54,1034.1,5.85
3,2023-08-18,01:00:00,56.47,26.26,29.66,996.71,11.76,26.5,24.6,1045.77,6.14
3,2023-08-18,01:05:00,53.87,25.47,29.74,996.32,11.61,26.83,24.61,1048.84,5.28
3,2023-08-18,01:10:00,50.89,24.82,29.81,978.71,11.1,27.4,24.67,1060.72,4.21
3,2023-08-18,01:15:00,49.49,24.4,30.48,994.15,10.12,26.67,24.69,1080.38,5.89
3,2023-08-18,01:20:00,47.87,25.82,31.1,1007.5,10.14,27.4,24.75,1099.41,6.14
3,2023-08-18,01:25:00,46.33,26.24,31.23,1011.03,10.63,26.82,24.72,1105.29,4.69
3,2023-08-18,01:30:00,42.59,26.9,31.39,1025.4,10.12,25.97,24.68,1116,4.6
3,2023-08-18,01:35:00,39.35,26.82,31.73,1036.63,11.42,24.98,24.67,1115.97,4.21
3,2023-08-18,01:40:00,36.49,26.31,32.25,1041.93,11.59,24.78,24.64,1109.98,5.26
3,2023-08-18,01:45:00,34.49,26.22,32.77,1056.99,11.8,24.6,24.68,1100.68,6.14
3,2023-08-18,01:50:00,33.93,24.66,33.35,1068.37,11.64,25.07,24.73,1089.78,5.15
3,2023-08-18,01:55:00,32.78,24.4,34.01,1075.5,10.53,25.69,24.76,1071.69,4.3
3,2023-08-18,02:00:00,31.21,24.7,34.19,1075.26,10.12,25.58,24.81,1064.58,4.21
3,2023-08-18,02:05:00,28.59,26.58,34.84,1069.26,10.86,24.68,24.84,1058.57,4.22
3,2023-08-18,02:10:00,25.61,26.9,35,1050.82,10.9,24.6,24.86,1044.12,5.21
3,2023-08-18,02:15:00,23.56,26.14,35.11,1036.71,12.15,25.66,24.89,1041.03,6.14
3,2023-08-18,02:20:00,22.2,24.4,35.28,1017.87,12.45,25.71,24.94,1032.57,6.1
3,2023-08-18,02:25:00,20.25,26.27,35.85,1000.08,11.48,25.88,25,1028.15,4.6
3,2023-08-18,02:30:00,18.04,25.35,36.15,995.71,11.92,26.23,25.01,1009.71,4.21
3,2023-08-18,02:35:00,16.86,24.4,36.32,986.97,12.45,26.33,25.02,994.37,4.54
3,2023-08-18,02:40:00,15.11,26.33,36.13,967.2,12.38,27.35,25.06,980.31,5.4
3,2023-08-18,02:45:00,15.36,26.9,35.8,964.61,12.45,27.4,25.11,966.03,5.47
3,2023-08-18,02:50:00,16.73,25.54,35.08,973.22,11.91,27.11,25.16,963.38,6.14
3,2023-08-18,02:55:00,20.05,24.4,34.61,991.82,10.42,26.71,25.2,961.2,5.87
3,2023-08-18,03:00:00,20.61,24.78,34.32,1001.14,10.54,26.14,25.24,967.56,5.09
3,2023-08-18,03:05:00,23.03,26.03,33.59,1020.14,11.93,25.26,25.29,967.99,4.79
3,2023-08-18,03:10:00,21.67,26.6,32.97,1035.84,12.45,24.72,25.34,969.1,4.21
